Store,Dept,Quarter,Q_2011,Q_2012,Q_2013
1,25,2,134159.06,144416.09000000005,150479.79772000012
1,25,3,122117.85,117189.25,113569.64800000028
1,25,4,138626.05,41393.88,5176.018931163809
1,26,1,77358.82,87303.48,98407.88835999987
1,26,2,77122.75,78593.57,83241.39819999985
1,26,3,68342.22000000003,69615.79,69145.55767999995
1,26,4,105908.36999999998,35974.62,6366.9222439066725
1,27,1,17940.19,21545.28,25953.71156000001
1,27,2,12368.34,12946.94,13921.987879999986
1,27,3,12513.809999999998,15073.12,16740.101359999993
1,27,4,29917.880000000005,6582.42,1146.6307867626665
1,28,1,8590.77,8035.52,9989.205800000012
1,28,2,6580.199999999999,5657.440000000001,5657.939159999992
1,28,3,5439.26,4502.129999999999,5424.224960000004
1,28,4,9172.7,2637.0,945.9499451870478
1,29,1,60305.75,64095.22,70154.30595999998
1,29,2,53287.97,49732.73,48053.35639999999
1,29,3,50192.54,49258.8,45478.8804
1,29,4,75686.27,15569.82,2765.0064433638054
1,30,1,45897.79,42649.83,48433.28252000003
1,30,2,49058.85999999999,43166.64,47497.52680000002
1,30,3,45087.58000000001,36981.35,41820.801479999995
1,30,4,33726.060000000005,10169.15,3064.463049670857
1,31,1,30186.29,24357.57,26432.780199999972
1,31,2,20804.25,16639.809999999998,18429.44488000001
1,31,3,47575.12,42605.88,41673.13371999997
1,31,4,27791.830000000005,6282.8600000000015,818.4897385653333
1,32,1,100237.15,113101.66999999998,125730.33552000002
1,32,2,98352.18,96154.18,96515.62912000014
1,32,3,89137.55,76606.94000000003,84184.93407999999
1,32,4,142408.85,23250.89,7711.27629841752
1,33,1,61835.6,61093.0,67914.71124000005
1,33,2,55674.89,62255.65,68201.11507999986
1,33,3,78043.27,94859.38,91419.33996000004
1,33,4,92443.50999999998,25877.18,9240.374422816001
1,34,1,130291.96000000002,154334.51,171927.28304000036
1,34,2,140131.25999999998,192107.04000000004,204619.63544000016
1,34,3,140770.03999999998,136619.59,134405.01359999995
1,34,4,152764.72,41145.55,4679.06620972381
1,35,1,30696.329999999994,31879.32,33487.61024000004
1,35,2,37758.14,36609.44,38403.07748000001
1,35,3,31619.6,24327.910000000003,26834.36615999998
1,35,4,34813.91,6902.43,3488.9865345280004
1,36,1,9514.0,16962.16,21146.4154
1,36,2,28676.0,31169.24,27385.11036000003
1,36,3,13280.28,12953.6,12245.895800000013
1,36,4,24245.36,4317.85,753.5906211146664
1,37,1,36094.82,36654.4,45106.363319999975
1,37,2,35230.73,35409.77,35233.891079999965
1,37,3,38088.74000000001,36618.63,37534.34556000001
1,37,4,34303.25,9999.51,3277.5669983276193
1,38,1,910564.7899999998,1052111.03,1117328.3874400004
1,38,2,1031378.58,996894.5299999998,1040573.7425199996
1,38,3,1034199.5800000002,984761.14,966874.2522799963
1,38,4,1012607.07,292492.73,72430.86625754408
1,40,1,757096.05,816451.1599999998,856205.4679999994
1,40,2,733594.5299999998,766584.83,769073.7194000012
1,40,3,758571.7399999999,744959.4999999999,734485.3651599993
1,40,4,758711.7000000002,235972.42,72840.23972591921
1,41,1,10510.87,6041.64,7315.816799999997
1,41,2,9968.0,5492.97,6515.565919999997
1,41,3,12085.75,11522.17,15192.34028
1,41,4,24679.840000000004,5226.76,638.811430744
1,42,1,97833.17,106809.85,124972.80295999988
1,42,2,104259.63999999998,107593.03999999998,114864.56848
1,42,3,107907.80999999998,103016.85,99834.43068000012
1,42,4,95787.92,28955.49,10977.979742832013
1,44,1,48119.95,60835.4,71146.43392000011
1,44,2,55638.9,60259.23,65588.97120000004
1,44,3,62616.88,67956.67,63984.421639999906
1,44,4,87933.95999999999,24494.92,8061.703837563427
1,45,1,172.04999999999995,83.79,178.46362240000002
1,45,3,117.7,83.76,136.9615705999998
1,45,4,197.49,31.410000000000004,64.64748864799999
1,46,1,229225.23,253449.39,280864.3002799998
1,46,2,261386.02,269297.67,277909.91467999987
1,46,3,253981.59,237732.55,231267.67584000027
1,46,4,293196.25,69822.66,18069.225941095992
1,47,1,0.0,-397.0,-659.0574
1,47,2,-298.0,178.0,131.81950784000009
1,47,3,0.0,317.0,165.1627408
1,48,1,6781.0,13966.0,16084.722240000012
1,48,2,5169.0,10684.0,12618.243360000013
1,48,3,5355.0,10893.99,13913.159200000016
1,48,4,27391.0,8143.0,1570.3768917908549
1,49,1,157118.22999999998,160474.83999999994,166982.11976000026
1,49,2,145388.61,137831.44999999998,144973.25207999992
1,49,3,170241.35,138662.0,144413.6412399999
1,49,4,133285.58,40661.46,4255.033915601911
1,52,1,28591.78,23529.88,29752.3836
1,52,2,31448.07,27665.610000000004,28539.678920000042
1,52,3,27056.82,23985.41,29232.349479999957
1,52,4,33342.46,8567.21,2306.8258096674267
1,54,1,480.48000000000013,402.04,347.42275999999964
1,54,2,467.8,585.04,532.9156745119997
1,54,3,527.4600000000002,350.42,330.9417380800002
1,54,4,780.2,196.56,61.58327389123808
1,55,1,172060.17,165395.21999999994,187139.97691999972
1,55,2,131969.63999999998,122240.5,123191.33947999988
1,55,3,131163.59999999998,115788.91,107665.90220000011
1,55,4,259916.15,43578.45,2817.41169261448
1,56,1,60608.25,70078.56999999999,74842.77776000001
1,56,2,96933.32,88720.01000000002,87929.83960000002
1,56,3,15148.5,20137.51,23196.730759999988
1,56,4,17483.28,5949.300000000001,625.4256240266665
1,58,1,25390.0,38964.0,41636.633799999996
1,58,2,38766.97,32053.97,33380.80499999999
1,58,3,51013.97,45449.0,43497.10019999998
1,58,4,44850.97,20035.0,5111.609758900939
1,59,1,5739.44,2861.5,3211.6855599999976
1,59,2,3637.24,2259.24,3505.7234000000053
1,59,3,2933.69,2308.42,2924.7201599999985
1,59,4,22599.43,724.4399999999998,1360.185399500759
1,60,1,12655.4,12820.2,14791.135640000015
1,60,2,13455.2,12571.8,13525.799919999996
1,60,3,12759.999999999998,11601.0,14008.148720000001
1,60,4,14784.0,4275.0,1022.4578034106675
1,67,1,83996.73,94408.02,97435.75608000015
1,67,2,114645.75,121221.77000000002,124886.25899999998
1,67,3,71395.06000000001,74434.65000000001,74160.72020000001
1,67,4,94434.84,26464.54,3028.92657012266
1,71,1,36005.64,46743.59,50386.81607999999
1,71,2,26003.38,31847.800000000007,28491.887959999996
1,71,3,39574.970000000016,32829.03,35835.04752000006
1,71,4,40575.91,7638.87,1875.6230991329496
1,72,1,595551.96,709317.06,760948.30276
1,72,2,477444.92,516367.46,524224.5883599997
1,72,3,555914.3200000001,542352.92,516709.6456400001
1,72,4,872038.4899999999,168251.01,45053.08614444795
1,74,1,144141.07,160752.33000000002,169577.15696000028
1,74,2,138517.40999999995,158209.0,156930.76476000014
1,74,3,149422.22000000006,154406.09,151725.51375999989
1,74,4,144387.43999999994,35845.04,1612.665642582095
1,77,1,0.0,396.0,2080.097805866667
1,79,1,410083.09,470699.65,502124.3039199999
1,79,2,436440.06,459354.2,498969.7758000008
1,79,3,461386.11,450183.0900000001,404453.31483999983
1,79,4,443712.69,139790.67,35884.28453043201
1,80,1,189858.54,240219.52,287846.29436
1,80,2,216992.72,256600.74,277739.7796399997
1,80,3,223671.39,255176.08,244870.8070799998
1,80,4,241768.63,78157.02,19719.42380071579
1,81,1,349188.36,398518.57,429765.9080400002
1,81,2,388666.42999999993,417022.88,442838.68512000004
1,81,3,403949.41,403644.04,399984.1664400004
1,81,4,375358.44,120979.02,31498.87271669329
1,82,1,256572.33,257726.78000000003,283762.73635999975
1,82,2,262713.52,263963.99,276300.70051999966
1,82,3,261558.58000000005,256859.10000000003,251144.6808
1,82,4,332922.39,82091.09,20486.482237695996
1,83,1,83340.37999999999,84064.91,99999.5661599999
1,83,2,69769.75,75966.08999999997,86351.90864000007
1,83,3,74850.45000000001,80011.31000000001,90615.99776000003
1,83,4,62170.97,23209.82,2449.9736239062795
1,85,1,38342.22,36800.85,40730.44095999999
1,85,2,46452.93999999999,47660.33,50408.87576000006
1,85,3,42078.42000000001,38704.320000000014,36178.68471999998
1,85,4,54271.00000000001,11618.28,2409.108695675809
1,87,1,618914.6000000001,681217.53,753890.4056800003
1,87,2,625660.2400000001,670568.91,730877.9273999995
1,87,3,676125.9099999998,675482.0399999998,651388.6532000003
1,87,4,638437.69,212076.53,62502.615116419845
1,90,1,940081.61,1142787.5699999998,1189292.5529200013
1,90,2,1047075.29,1128178.0799999998,1129150.677080001
1,90,3,1171982.0499999998,1141806.7000000002,1017310.8092399987
1,90,4,1211638.9500000002,361371.61,100318.69864194402
1,91,1,784630.1099999999,878074.5700000002,950019.0456000012
1,91,2,830880.5600000002,879229.45,903599.2388400007
1,91,3,912514.82,874646.7899999998,775009.9111199991
1,91,4,820991.69,256365.96,69446.3061526667
1,92,1,1586720.73,1864826.42,2202913.1421200056
1,92,2,1650006.16,1815002.77,1975476.9106399997
1,92,3,1806903.86,1835528.84,1964437.4754400016
1,92,4,2018072.94,594947.86,184763.89784865902
1,93,1,833209.92,971726.8,1026325.4817599985
1,93,2,943444.42,999171.95,1047165.8420800011
1,93,3,1008581.1,1008992.39,965035.2329599971
1,93,4,1007987.36,308364.49,83280.42353489588
1,94,1,748606.65,829145.85,891284.2861199996
1,94,2,911096.72,861168.46,905473.5670800022
1,94,3,927219.49,825737.76,781903.9328399993
1,94,4,769954.8799999999,249518.4,69224.77561998136
1,95,1,1354300.84,1542862.55,1526696.818559999
1,95,2,1603753.28,1695822.4,1773684.071879996
1,95,3,1791008.37,1682154.79,1681794.4461599975
1,95,4,1501179.8199999996,492290.77,139579.40077168326
1,96,1,341693.78,440013.01,491637.04092000064
1,96,2,467308.94,516967.76,542893.7182799992
1,96,3,465056.0199999999,475308.38000000006,478538.3478400014
1,96,4,442099.64,140037.86,37189.137391954486
1,97,1,414365.46,458851.87000000005,517784.6914000007
1,97,2,477606.26,474944.9099999999,479333.5115999998
1,97,3,511255.02,485111.73,448971.25183999987
1,97,4,456581.0199999999,149204.06,45143.424884678476
1,98,1,139406.23,162296.12,176829.2176400003
1,98,2,146392.08,159828.26,168627.31072000018
1,98,3,145848.37999999998,147234.26,148322.5013599999
1,98,4,184831.09000000003,52109.97,2921.8022407706667
1,99,1,430.0,2230.0,6206.299599999993
1,99,2,330.0,485.0,1119.8767804799998
1,99,3,690.0,40.36,396.66841756266666
1,99,4,6405.0,715.0,2477.274688562663
2,1,1,357004.01,407320.95,476965.2752800003
2,1,2,395084.9600000001,394618.81,403998.88968000055
2,1,3,308540.43,318297.98,302008.7081199998
2,1,4,506113.47,142372.46,36522.41564916231
2,2,1,770877.5599999998,857656.0800000002,963229.4512400015
2,2,2,831075.63,858048.37,907348.9248000019
2,2,3,899140.8599999999,872397.88,765238.9367199999
2,2,4,851813.4099999998,253775.1,62548.97781064107
2,3,1,150493.20999999993,179435.22,200555.91064000016
2,3,2,144169.13999999996,142482.44,150170.24496
2,3,3,404435.28,404682.38,402653.04859999946
2,3,4,179114.99,44816.42,4150.336881378667
2,4,1,542093.91,577926.63,591288.5461200007
2,4,2,558623.36,598937.1499999999,636018.44312
2,4,3,616536.53,597787.4099999999,563905.3709199998
2,4,4,610651.0000000001,180533.93,36780.57261848271
2,5,1,361908.94,398696.17,426105.4863999999
2,5,2,315148.87999999995,287029.8500000001,311660.6440800002
2,5,3,297785.7,291091.18,285471.44284000003
2,5,4,639419.0299999999,115232.59,21350.1373025235
2,6,1,65508.42,58598.64,56620.19680000005
2,6,2,84229.93999999999,67253.15000000001,62224.75359999996
2,6,3,64603.62,60141.70000000001,56809.92120000006
2,6,4,119207.48,21222.84,7507.287987689522
2,7,1,317777.33,331366.37,362362.2515199997
2,7,2,459355.23999999993,529121.24,570488.8241999998
2,7,3,367566.59,407782.0399999999,394945.0289999993
2,7,4,1015593.6700000002,144201.07,36092.96028541296
2,8,1,706762.9299999998,763339.4399999998,780727.3294400005
2,8,2,742661.99,797773.0500000002,785562.5474000003
2,8,3,758048.4800000002,764144.47,739901.460759999
2,8,4,750986.85,250534.47,60874.002257748514
2,9,1,325345.16,385751.53,427237.22231999936
2,9,2,452673.02,502533.49,538260.0927199989
2,9,3,454537.2,455899.53,452660.3492800006
2,9,4,475667.91,139470.66999999998,37544.53044186098
2,10,1,462897.37,494922.39,532435.5628799988
2,10,2,499080.77,518902.94,536078.5657999994
2,10,3,548873.3500000001,504154.27,457994.31131999893
2,10,4,491942.71,141675.47,37361.10789324764
2,11,1,256890.19000000003,270683.00999999995,318914.89611999964
2,11,2,314509.99000000005,314042.60000000003,318893.3622399998
2,11,3,327723.71,294533.49,284056.9624800001
2,11,4,316019.13,79656.63,19967.19785134397
2,12,1,80698.05,93296.2,121528.7785600005
2,12,2,102508.5,111090.55999999998,115785.05867999996
2,12,3,101533.69,104977.05999999998,99310.5751600002
2,12,4,89009.3,30535.47,10218.512833706678
2,13,1,559760.51,588426.6900000001,607253.7988400005
2,13,2,558411.78,603619.78,647278.7288799996
2,13,3,613246.26,600994.4899999999,573086.66896
2,13,4,559774.62,188100.63,37493.234459192354
2,14,1,236530.21,276150.72000000003,325801.3928399997
2,14,2,233452.09000000003,274276.75,282368.3915999999
2,14,3,236811.99,230449.67,230825.15620000032
2,14,4,399441.53,75414.53,21137.048493447594
2,16,1,243383.74,276889.3,329174.5440799998
2,16,2,576559.21,630729.8300000001,685265.2028799993
2,16,3,334489.43000000005,309030.55,287864.4201599998
2,16,4,93603.31,31147.67,8716.238299109342
2,17,1,157210.74,192138.17,216227.27392
2,17,2,150318.79,173721.38999999998,189081.19716000024
2,17,3,182411.53,172644.17,164844.70108000032
2,17,4,218694.66,51959.35,4077.1094573565706
2,18,1,66240.05,86233.76999999999,102150.28519999987
2,18,2,40453.73,28510.899999999987,32341.36684
2,18,3,16567.09,22441.54,24174.47888000003
2,18,4,427239.53,77244.76000000001,18216.607843887978
2,19,1,51516.59,46821.12,58862.219359999974
2,19,2,48396.85,46748.39000000001,53856.94192000004
2,19,3,49733.08,43378.42,40517.06003999996
2,19,4,55872.83,16257.25,2837.630822374472
2,20,1,64168.85999999999,79853.67999999996,94004.62023999987
2,20,2,71628.62,81535.33,83649.11935999991
2,20,3,75561.1,73005.68000000001,73482.91187999997
2,20,4,66103.04,18054.17,6129.166845963415
2,21,1,114393.3,117208.26,139400.78139999998
2,21,2,122881.26,108128.52,109896.32520000022
2,21,3,128102.97,107177.39,100770.16192000012
2,21,4,138051.06,33472.43,7434.769708077339
2,22,1,175089.98000000007,199641.92,213534.38124
2,22,2,124019.67,135308.86,154634.65516000014
2,22,3,144758.21,156613.96000000002,154161.48659999992
2,22,4,211010.07,53042.22,3921.986400202666
2,23,1,312646.2300000001,326459.22000000003,347056.82052000007
2,23,2,360460.25,390612.76,409412.26995999936
2,23,3,356049.89,348769.69,331994.2177999995
2,23,4,472619.54,101562.2,20354.531186914675
2,24,1,81654.64000000001,74762.86000000003,93686.34076000004
2,24,2,79179.2,75589.56000000001,77285.31519999997
2,24,3,125741.20000000006,120702.13,118394.60432
2,24,4,141138.37,31870.33,7888.920565256006
2,25,1,178739.95,177440.78000000003,190609.42332000003
2,25,2,198436.93999999997,200330.49,205243.56088000003
2,25,3,187006.07,170308.12000000002,159218.37348000024
2,25,4,214334.78,58943.35999999999,17160.740994104748
2,26,1,105472.72999999998,112570.79,132101.96708000006
2,26,2,105684.96,104565.97999999998,109295.50179999993
2,26,3,103434.89,93797.85,92721.66144000011
2,26,4,159667.82,40210.64,5302.746605121142
2,27,1,25204.52,24758.42,25675.669159999987
2,27,2,15391.240000000002,15932.33,16883.936000000016
2,27,3,18048.910000000003,18399.87,17745.29492000003
2,27,4,39303.499999999985,7978.99,1624.3609934053318
2,28,1,11339.82,11185.37,18155.03772000003
2,28,2,8517.140000000001,7039.45,7150.4124799999845
2,28,3,5950.65,5517.0,5234.300599999991
2,28,4,12814.46,3279.4300000000007,1909.109177474289
2,29,1,89692.65999999997,89108.02,97076.77543999995
2,29,2,78673.04000000001,79672.77,82155.63407999986
2,29,3,80738.23999999999,80040.57999999999,81321.00695999982
2,29,4,116460.05,23782.83,7884.847754755808
2,30,1,67173.06,58257.29000000001,69520.58020000011
2,30,2,66000.70000000001,60802.38000000001,64966.216839999935
2,30,3,64587.4,57677.63000000001,54782.54940000004
2,30,4,48731.22999999999,14696.44,2595.840481878473
2,31,1,42532.2,41454.13,43670.51155999997
2,31,2,39259.99000000001,33813.46,34557.783879999995
2,31,3,65412.88,61849.24999999999,60962.42532000009
2,31,4,60210.31999999999,14675.47,2595.840481878473
2,32,1,148434.94999999998,145719.52,163955.47903999995
2,32,2,131191.6,149102.91999999998,152828.26924000002
2,32,3,123798.46,120751.44000000006,117723.35012000003
2,32,4,198833.77,32903.840000000004,7596.127828210671
2,33,1,72916.19000000003,68937.6,78243.53048000003
2,33,2,77476.97,74786.61,75889.82011999993
2,33,3,102977.58999999998,98607.23,99532.12400000003
2,33,4,137737.56000000006,26188.86,9340.143682216001
2,34,1,181199.25,202179.72,214334.71739999994
2,34,2,233067.30000000005,263235.36,269185.6468400003
2,34,3,222733.52,209474.4,217674.40076000016
2,34,4,220851.78000000003,67267.78,18247.77654195999
2,35,1,45009.07000000001,48671.94,57460.29567999999
2,35,2,56195.16,63677.81,70337.11131999988
2,35,3,51337.41999999999,36133.96,36530.29723999995
2,35,4,53366.43000000001,11585.77,2513.7724372598072
2,36,1,21162.5,21133.59,26723.375879999992
2,36,2,56059.47,63299.0,69978.2548799999
2,36,3,21324.18,23537.86,23951.085440000003
2,36,4,27495.11,5097.42,666.6180012106666
2,37,1,56880.92000000001,61250.14000000001,70332.01984000005
2,37,2,55565.29000000001,58350.28,66192.25163999994
2,37,3,57886.55999999999,56884.75,57114.30220000005
2,37,4,55745.03999999999,18418.26,5800.329674877319
2,38,1,1111334.13,1131386.54,1139617.0523600015
2,38,2,1130481.65,1004929.09,992170.1908399997
2,38,3,1102528.51,905736.48,833860.6645199986
2,38,4,1089465.45,282940.01,70077.86417941339
2,40,1,979483.0900000002,1063523.88,1132061.62856
2,40,2,962731.18,1023237.13,1065267.1920399992
2,40,3,991520.85,1004610.25,970398.1128799977
2,40,4,981365.58,315996.57,71816.7770293734
2,41,1,23655.5,19925.38,26738.250679999983
2,41,2,40010.75,33263.55,37565.155840000014
2,41,3,23894.45,32469.68,27602.050839999993
2,41,4,51553.04,11521.44,2523.951456486475
2,42,1,100000.58000000002,118859.54,130074.48919999987
2,42,2,113875.75,122006.17,126496.94988000001
2,42,3,118384.82999999994,114479.66,100193.96768000015
2,42,4,103822.71,33816.7,7189.092330776004
2,44,1,79115.18,86876.82,97436.53955999987
2,44,2,85661.51000000001,79373.25,81519.8975199998
2,44,3,92841.53,94613.14,93906.10712000007
2,44,4,128018.49,42437.41,3683.764944318478
2,45,1,288.53,20.44,76.10267999999999
2,45,2,237.74,28.380000000000006,29.394655072000003
2,45,3,0.0,43.35,66.67398991999995
2,45,4,151.57999999999996,10.47,44.9008135024762
2,46,1,329942.07,360840.58,383215.82495999994
2,46,2,388741.75,402735.1099999999,414792.43828000076
2,46,3,376221.7,370675.94,375823.4179600001
2,46,4,466647.6099999999,107230.58,23109.47268036993
2,47,1,950.0,15.0,46.3937488
2,47,2,0.0,0.0,104.86460000000002
2,47,3,0.0,128.0,99.68709797600002
2,48,1,16449.3,19281.3,23730.144120000004
2,48,2,8768.0,17826.98,20482.862640000007
2,48,3,11898.0,21479.0,25992.943279999963
2,48,4,23844.0,10364.0,2772.608372101716
2,49,1,207791.99000000005,245286.56,274024.7587199998
2,49,2,196733.4,197100.94,199222.0977999999
2,49,3,223087.45,206988.38,217525.47760000025
2,49,4,159692.40000000002,60059.89,16851.817345976375
2,52,1,47437.78,52904.29,59493.72984
2,52,2,48967.3,48312.85,50398.192119999985
2,52,3,54714.39,45139.83,39855.115679999995
2,52,4,69906.94,15123.079999999998,2579.955666206472
2,54,1,883.4799999999997,707.1799999999997,438.80975999999964
2,54,2,313.44000000000005,565.64,490.76163144000003
2,54,3,779.24,218.62,186.88296479999966
2,54,4,745.9799999999998,147.44,41.2408981485714
2,55,1,155049.41,143637.01,164590.56355999986
2,55,2,125059.46,113726.28,115698.62680000022
2,55,3,127590.13999999998,106437.97999999998,100702.81428000014
2,55,4,283771.53,39815.15,4339.734626321911
2,56,1,80943.01000000001,84442.3,97884.72679999981
2,56,2,124952.56,130663.75,142217.71356000012
2,56,3,18483.81,20434.72,20680.36071999998
2,56,4,38631.77,7406.799999999998,1951.9843097969501
2,58,1,218431.0,276611.0,339181.17031999974
2,58,2,222909.97,235655.0,257391.9637199997
2,58,3,270532.44,267549.0,262117.72176
2,58,4,366573.5,111010.0,23585.20314032725
2,59,1,9019.839999999998,6005.46,5217.622680000001
2,59,2,5388.709999999999,4401.6,4958.969680000002
2,59,3,5035.71,4573.890000000001,4841.808720000001
2,59,4,36333.03,1208.37,1180.6042342960002
2,60,1,1641.7999999999995,3542.0,4199.279600000005
2,60,2,2990.2,3860.0,3953.0788000000057
2,60,3,3176.8,3951.0,18297.064239999992
2,60,4,3586.6,1278.0,314.35232793644457
2,67,1,140408.82,150750.84,164791.09379999994
2,67,2,190021.69,195691.84000000003,197217.5038799999
2,67,3,119699.90999999995,117951.91,112747.84528000004
2,67,4,151348.06999999998,41659.62,2433.274903656764
2,71,1,60873.66000000001,76950.39999999997,85603.03460000003
2,71,2,48671.52,55589.89000000001,57706.976720000144
2,71,3,64102.76,64721.47,62730.35608000006
2,71,4,65189.62999999999,16153.02,2252.0009343958072
2,72,1,995788.6999999998,1048433.23,1117443.8690000004
2,72,2,761176.5200000001,760898.9,756083.3082800014
2,72,3,783606.2300000002,836232.7000000002,831542.8584399986
2,72,4,1333077.88,241666.24,58824.4776513947
2,74,1,217890.4,237310.14000000004,266861.00740000006
2,74,2,192021.38,206910.92,239156.20120000024
2,74,3,224203.32,218989.87,214850.66756000006
2,74,4,217081.49,60178.72,16941.18515436037
2,78,1,0.0,45.64,1212.035000000003
2,78,3,30.0,6.0,63.17822389333323
2,79,1,414591.81,420542.84,466743.8972000002
2,79,2,417903.42,412165.33,415867.5138799997
2,79,3,438723.35,415160.39,408836.4092800001
2,79,4,410410.82,130417.7,36263.522799713355
2,80,1,312723.57,337109.74999999994,344571.98703999975
2,80,2,326435.26,340595.91,364350.5927999995
2,80,3,360626.65,335371.41,315919.73459999944
2,80,4,333985.83,103682.01,27775.86956137066
2,81,1,383503.77,402806.03,433896.75572000036
2,81,2,395940.82,427463.36,459148.29748000007
2,81,3,404532.58,405639.23,400151.88372000004
2,81,4,382302.11,119401.35,31217.009631717287
2,82,1,268055.43000000005,288095.81999999995,344139.19248000043
2,82,2,287566.28,315048.46,320699.7517599998
2,82,3,297012.29,323217.96,304034.71835999994
2,82,4,464908.7700000001,99650.17,30880.925578615996
2,83,1,72330.32,83801.51999999999,94514.57447999994
2,83,2,74655.62,78020.37,87119.90852000001
2,83,3,77190.13999999997,76065.35,77538.66043999995
2,83,4,60636.49000000001,22667.97,2502.156165438849
2,85,1,41686.96,36441.38,37842.943000000014
2,85,2,49769.12,42518.76,44075.934120000005
